Run,TestName,query,expres,dril
yes,42_EntryItemByUSER_ID_AND_START_DATE_AND_END_DATE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1504126800;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::START_DATE;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[2]->range = new KalturaESearchRange();
$searchOperator->searchItems[2]->range->lessThanOrEqual = 1545749199;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::END_DATE;",0_adcj7cux,
no,43_EntryItemByUSER_ID_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '0_dse0ft6x';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '0_pdech6td';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '0_ym1r2ltp';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '0_f0ftieiq';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[5] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[5]->searchTerm = '0_mytr905b';
$searchOperator->searchItems[1]->searchItems[5]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[5]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[6] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[6]->searchTerm = '0_upmwl4zk';
$searchOperator->searchItems[1]->searchItems[6]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[6]->fieldName = KalturaESearchEntryFieldName::ID;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq;0_mytr905b;0_upmwl4zk,
yes,44_EntryItemByENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;",0_adcj7cux,
yes,45_EntryItemByENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'cdn';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq,
yes,46_EntryItemByUSER_ID_OR_START_DATE_AND_END_DATE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[0]->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->searchItems[1]->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems[0]->searchItems[1]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->range->greaterThanOrEqual = 1504126800;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::START_DATE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->range->lessThanOrEqual = 1535749199;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::END_DATE;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '0_dse0ft6x';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '0_pdech6td';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '0_ym1r2ltp';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '0_f0ftieiq';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[5] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[5]->searchTerm = '0_mytr905b';
$searchOperator->searchItems[1]->searchItems[5]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[5]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[6] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[6]->searchTerm = '0_upmwl4zk';
$searchOperator->searchItems[1]->searchItems[6]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[6]->fieldName = KalturaESearchEntryFieldName::ID;",0_adcj7cux;0_mytr905b;0_upmwl4zk,
yes,61_EntryItemByTYPE_AND_CREDIT_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CREDIT;",0_p4gqpl1e,
yes,62_EntryItemByMEDIA_TYPE_AND_SITE_URL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::SITE_URL;",0_p4gqpl1e,
yes,63_EntryItemByMODERATION_STATUS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '5';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",0_2wncmidr,
no,64_EntryItemByMODERATION_STATUS_AND_PARENT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_eu9rgm8w';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::PARENT_ENTRY_ID;",0_ru81dtuj,
yes,65_EntryItemByMODERATION_STATUS_NOT_1_2_4_5_6,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '2';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = '4';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = '5';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[4]->searchTerm = '6';
$searchOperator->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[4]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",0_1p2bmyow,
yes,66_EntryItemByNOT_PARENT_AND_MODERATION_5,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = '0_eu9rgm8w';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PARENT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",0_2wncmidr,
yes,67_EntryItemByMEDIA_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;",0_f3ipqcd9;0_2wncmidr,
yes,68_EntryItemByTYPE_AND_CONVERSION,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '7';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '19501';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CONVERSION_PROFILE_ID;",0_40rxc1si;0_t58ghjk3,
yes,69_EntryItemByMEDIA_TYPE_AND_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;",0_2id66fkb,
yes,71_EntryItemByRECORDED_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '0_n5er7dlr';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",0_4iwf9h2z,
yes,72_EntryItemByREDIRECT_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '0_pfas4xie';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;",0_bwmwkst0,
yes,73_EntryItemByPUSH_PUBLISH_ENABLED,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PUSH_PUBLISH;",0_t58ghjk3,
no,74_EntryItemByPUSH_PUBLISH_DISABLED,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'false';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PUSH_PUBLISH;",0_40rxc1si;0_4iwf9h2z;0_bwmwkst0;0_4uyjxgr4;0_9pjgyjo5,
yes,75_EntryItemByRECORDED_ENTRY_ID_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",0_4iwf9h2z;0_bwmwkst0;0_t58ghjk3;0_4uyjxgr4;0_9pjgyjo5,
yes,76_EntryItemByRECORDED_ENTRY_ID_NOT_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '0_40rxc1si';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '0_4iwf9h2z';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '0_bwmwkst0';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '0_t58ghjk3';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;",0_40rxc1si,
yes,77_EntryItemByREDIRECT_ENTRY_ID_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;",0_4iwf9h2z;0_bwmwkst0;0_t58ghjk3;0_4uyjxgr4;0_9pjgyjo5,
yes,78_EntryItemByREDIRECT_ENTRY_ID_NOT_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '0_40rxc1si';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '0_4iwf9h2z';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '0_bwmwkst0';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '0_t58ghjk3';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;",0_40rxc1si,
yes,79_EntryItemByREDIRECT_ENTRY_ID_AND_RECORDED_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '0_pfas4xie';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_pfas4xie';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",0_bwmwkst0,
yes,1_MetadataEntryItemBySEARCH_TERM_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryMetadataItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdef';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;",0_rdzseshn;0_0krj9s6q,"xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=14136:valueText=abcdef;xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=14136:valueText=abcdef$xpath=/* local-name()='metadata' /* local-name()='Text2' :metadataProfileId=14136:valueText=abcdef3,4abcdef,abcdef"
yes,2_MetadataEntryItemBySEARCH_TERM_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryMetadataItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyzuvuv';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;",0_rdzseshn;0_houytc0f,xpath=/* local-name()='metadata' /* local-name()='Status' :metadataProfileId=14086:valueText=uvwxyzuvuv;xpath=/* local-name()='metadata' /* local-name()='Status' :metadataProfileId=14086:valueText=uvwxyzuvuv$xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=14136:valueText=uvwxyzuvuv
