Run,TestName,query,expres,dril
yes,42_EntryItemByUSER_ID_AND_START_DATE_AND_END_DATE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1504126800;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::START_DATE;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[2]->range = new KalturaESearchRange();
$searchOperator->searchItems[2]->range->lessThanOrEqual = 1535749199;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::END_DATE;",1_133a95gm,
no,43_EntryItemByUSER_ID_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '1_v732js80';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '1_spayorsg';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '1_ds2lbilo';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '1_2iqz8e8p';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[5] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[5]->searchTerm = '1_mh67mi3r';
$searchOperator->searchItems[1]->searchItems[5]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[5]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[6] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[6]->searchTerm = '1_tqp8uh3h';
$searchOperator->searchItems[1]->searchItems[6]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[6]->fieldName = KalturaESearchEntryFieldName::ID;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p;1_mh67mi3r;1_tqp8uh3h,
yes,44_EntryItemByENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;",1_133a95gm,
yes,45_EntryItemByENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'cdn';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p,
yes,46_EntryItemByUSER_ID_OR_START_DATE_AND_END_DATE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::USER_ID;
$searchOperator->searchItems[0]->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->searchItems[1]->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems[0]->searchItems[1]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->range->greaterThanOrEqual = 1504126800;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::START_DATE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->range->lessThanOrEqual = 1535749199;
$searchOperator->searchItems[0]->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::END_DATE;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '1_v732js80';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '1_spayorsg';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '1_ds2lbilo';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '1_2iqz8e8p';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[5] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[5]->searchTerm = '1_mh67mi3r';
$searchOperator->searchItems[1]->searchItems[5]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[5]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[6] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[6]->searchTerm = '1_tqp8uh3h';
$searchOperator->searchItems[1]->searchItems[6]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[6]->fieldName = KalturaESearchEntryFieldName::ID;",1_133a95gm;1_mh67mi3r;1_tqp8uh3h,
yes,61_EntryItemByTYPE_AND_CREDIT_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CREDIT;",1_7m7o7u4s,
yes,62_EntryItemByMEDIA_TYPE_AND_SITE_URL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::SITE_URL;",1_7m7o7u4s,
yes,63_EntryItemByMODERATION_STATUS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '5';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",1_lzkzktzm,
no,64_EntryItemByMODERATION_STATUS_AND_PARENT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '1_i462g3vy';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::PARENT_ENTRY_ID;",1_v24poggc,
yes,65_EntryItemByMODERATION_STATUS_NOT_1_2_4_5_6,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '2';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = '4';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = '5';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;
$searchOperator->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[4]->searchTerm = '6';
$searchOperator->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[4]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",1_1sdax6o7,
yes,66_EntryItemByNOT_PARENT_AND_MODERATION_5,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = '1_i462g3vy';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PARENT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MODERATION_STATUS;",1_lzkzktzm,
yes,67_EntryItemByMEDIA_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;",1_kib8c59e;1_lzkzktzm,
yes,68_EntryItemByTYPE_AND_CONVERSION,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '7';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '9353871';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CONVERSION_PROFILE_ID;",1_v88ykj87;1_pi7x3fox;1_v7dk1rzu;1_cht4rqi3,
yes,69_EntryItemByMEDIA_TYPE_AND_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ENTRY_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::MEDIA_TYPE;",1_8cm973b0,
yes,71_EntryItemByRECORDED_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1_s6s5s0f2';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",1_cht4rqi3,
yes,72_EntryItemByREDIRECT_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1_mti5zgdw';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;",1_v7dk1rzu,
yes,73_EntryItemByPUSH_PUBLISH_ENABLED,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PUSH_PUBLISH;",1_pi7x3fox,
no,74_EntryItemByPUSH_PUBLISH_DISABLED,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'false';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::PUSH_PUBLISH;",1_v88ykj87;1_cht4rqi3;1_v7dk1rzu;1_yun8b6oi;1_dhyulgvq,
yes,75_EntryItemByRECORDED_ENTRY_ID_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",1_cht4rqi3;1_v7dk1rzu;1_pi7x3fox,
yes,76_EntryItemByRECORDED_ENTRY_ID_NOT_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '1_v88ykj87';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '1_cht4rqi3';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '1_v7dk1rzu';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '1_pi7x3fox';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;",1_v88ykj87,
yes,77_EntryItemByREDIRECT_ENTRY_ID_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;",1_cht4rqi3;1_v7dk1rzu;1_pi7x3fox,
yes,78_EntryItemByREDIRECT_ENTRY_ID_NOT_EXIST,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '1_v88ykj87';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '1_cht4rqi3';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '1_v7dk1rzu';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '1_pi7x3fox';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;",1_v88ykj87,
yes,79_EntryItemByREDIRECT_ENTRY_ID_AND_RECORDED_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1_mti5zgdw';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REDIRECT_ENTRY_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '1_mti5zgdw';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::RECORDED_ENTRY_ID;",1_v7dk1rzu,
yes,1_MetadataEntryItemBySEARCH_TERM_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryMetadataItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdef';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;",1_c2e1evpw;1_o3d0rnhl,"xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=10117361:valueText=abcdef;xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=10117361:valueText=abcdef$xpath=/* local-name()='metadata' /* local-name()='Text2' :metadataProfileId=10117361:valueText=abcdef3,4abcdef,abcdef"
yes,2_MetadataEntryItemBySEARCH_TERM_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryMetadataItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyzuvuv';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;",1_c2e1evpw;1_498dmb8l,xpath=/* local-name()='metadata' /* local-name()='Status' :metadataProfileId=10074181:valueText=uvwxyzuvuv;xpath=/* local-name()='metadata' /* local-name()='Status' :metadataProfileId=10074181:valueText=uvwxyzuvuv$xpath=/* local-name()='metadata' /* local-name()='Text1' :metadataProfileId=10117361:valueText=uvwxyzuvuv
